user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
sak_2013_06_06_36m_metaG_bin.12	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__Methyloumidiphilus sp903857165	GCA_903857165.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__Methyloumidiphilus sp903857165	95.92	0.78	GCA_903857165.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__Methyloumidiphilus sp903857165	95.92	0.78	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloumidiphilus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903911305.1, s__Methyloumidiphilus sp903911305, 95.0, 79.77, 0.43; GCA_003242955.1, s__Methyloumidiphilus alinensis, 95.0, 79.55, 0.43; GCA_903930145.1, s__Methyloumidiphilus sp903930145, 95.0, 79.5, 0.45; GCA_903859815.1, s__Methyloumidiphilus sp903859815, 95.0, 79.33, 0.44; GCA_903934875.1, s__Methyloumidiphilus sp903934875, 95.0, 78.94, 0.42	67.34	11	N/A	N/A
sak_2013_06_06_36m_metaG_bin.13	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__CAIJNA01 sp903821805	GCA_903821805.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__CAIJNA01 sp903821805	98.98	0.88	GCA_903821805.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__CAIJNA01 sp903821805	98.98	0.88	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.23	11	N/A	N/A
sak_2013_06_06_36m_metaG_bin.14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__UBA10906 sp903889445	GCA_903889445.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__UBA10906 sp903889445	95.71	0.89	GCA_903889445.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__UBA10906 sp903889445	95.71	0.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903870545.1, s__UBA10906 sp903870545, 95.0, 90.55, 0.85; GCA_903848935.1, s__UBA10906 sp903848935, 95.0, 82.74, 0.68; GCA_014191975.1, s__UBA10906 sp014191975, 95.0, 82.73, 0.58; GCA_903867225.1, s__UBA10906 sp903867225, 95.0, 82.35, 0.65; GCA_903847275.1, s__UBA10906 sp903847275, 95.0, 82.21, 0.61; GCA_903834465.1, s__UBA10906 sp903834465, 95.0, 80.85, 0.62; GCA_903876445.1, s__UBA10906 sp903876445, 95.0, 80.78, 0.54; GCA_903877065.1, s__UBA10906 sp903877065, 95.0, 80.65, 0.53; GCA_903904275.1, s__UBA10906 sp903904275, 95.0, 79.74, 0.5; GCA_903848905.1, s__UBA10906 sp903848905, 95.0, 77.88, 0.26; GCA_900299045.1, s__UBA10906 sp900299045, 95.0, 77.64, 0.27; GCA_903953455.1, s__UBA10906 sp903953455, 95.0, 77.59, 0.29; GCA_003542275.1, s__UBA10906 sp003542275, 95.0, 77.14, 0.25	92.4	11	N/A	N/A
sak_2013_06_06_36m_metaG_bin.15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CAIRSR01;f__CAIRSR01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	90.35	11	0.8831535632187708	N/A
sak_2013_06_06_36m_metaG_bin.16	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__	N/A	N/A	N/A	N/A	N/A	GCA_903844635.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__Sulfuricurvum sp903844635	84.53	0.81	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_011391735.1, s__Sulfuricurvum sp011391735, 95.0, 78.98, 0.36; GCA_002742695.1, s__Sulfuricurvum kujiense_A, 95.0, 78.1, 0.3; GCA_000310245.1, s__Sulfuricurvum sp000310245, 95.0, 77.75, 0.4; GCA_002282015.1, s__Sulfuricurvum sp002282015, 95.0, 77.67, 0.37; GCF_000183725.1, s__Sulfuricurvum kujiense, 95.0, 77.47, 0.3; GCA_002633015.1, s__Sulfuricurvum sp002633015, 95.0, 77.3, 0.32; GCF_004347735.1, s__Sulfuricurvum sp002327465, 95.0, 77.01, 0.14; GCA_000747095.1, s__Sulfuricurvum sp000747095, 95.0, 76.66, 0.19	65.57	11	0.9890501239999858	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_36m_metaG_bin.18	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__CAIQCK01;g__CAIQCK01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903870275.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__CAIQCK01;g__CAIQCK01;s__CAIQCK01 sp903870275	83.9	0.75	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Palsa-1439;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	55.35	11	0.9365278620330674	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_36m_metaG_bin.19	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__UBA1563;s__	N/A	N/A	N/A	N/A	N/A	GCA_001871325.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__UBA1563;s__UBA1563 sp001871325	79.85	0.57	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	63.53	11	0.9466832757255299	Genome has more than 10.8% of markers with multiple hits
sak_2013_06_06_36m_metaG_bin.2	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA2206;g__UBA9630;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA2206;g__UBA9630;s__	ANI	N/A	GCA_903937035.1, s__UBA9630 sp903937035, 95.0, 79.05, 0.45; GCA_903842445.1, s__UBA9630 sp903842445, 95.0, 78.47, 0.4; GCA_003482885.1, s__UBA9630 sp003482885, 95.0, 77.4, 0.27	75.02	11	0.945195697521253	N/A
sak_2013_06_06_36m_metaG_bin.20	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__	N/A	N/A	N/A	N/A	N/A	GCA_002779455.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__0-14-0-80-60-11 sp002779455	88.05	0.62	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	67.18	11	0.9622262468128318	N/A
sak_2013_06_06_36m_metaG_bin.21	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__	N/A	N/A	N/A	N/A	N/A	GCA_005843805.1	95.0	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium sp005843805	79.4	0.42	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903820085.1, s__Chlorobium sp903820085, 95.0, 79.79, 0.48; GCF_000020645.1, s__Chlorobium phaeoclathratiforme, 95.0, 79.77, 0.51; GCA_903865705.1, s__Chlorobium sp903865705, 95.0, 79.72, 0.42; GCA_903822595.1, s__Chlorobium sp903822595, 95.0, 79.68, 0.48; GCA_013334755.1, s__Chlorobium sp013334755, 95.0, 79.62, 0.49; GCA_903882665.1, s__Chlorobium sp903882665, 95.0, 79.6, 0.44; GCA_012972835.1, s__Chlorobium sp012972835, 95.0, 79.39, 0.42; GCA_903939765.1, s__Chlorobium sp903939765, 95.0, 79.36, 0.46; GCA_903994455.1, s__Chlorobium sp903994455, 95.0, 79.2, 0.36; GCA_903994635.1, s__Chlorobium sp903994635, 95.0, 79.15, 0.31; GCF_011601315.1, s__Chlorobium sp011601315, 95.0, 79.14, 0.43; GCA_903824295.1, s__Chlorobium sp903824295, 95.0, 79.14, 0.43; GCA_903937835.1, s__Chlorobium sp903937835, 95.0, 79.07, 0.41; GCA_903887845.1, s__Chlorobium sp903887845, 95.0, 79.07, 0.41; GCA_903871235.1, s__Chlorobium sp903871235, 95.0, 79.04, 0.43; GCA_903840935.1, s__Chlorobium sp903840935, 95.0, 79.02, 0.37; GCA_903851385.1, s__Chlorobium sp903851385, 95.0, 79.0, 0.38; GCA_903869365.1, s__Chlorobium sp903869365, 95.0, 78.99, 0.4; GCA_903917955.1, s__Chlorobium sp903917955, 95.0, 78.94, 0.33; GCA_903942355.1, s__Chlorobium sp903942355, 95.0, 78.92, 0.38; GCA_903836465.1, s__Chlorobium sp903836465, 95.0, 78.91, 0.43; GCA_903839405.1, s__Chlorobium sp903839405, 95.0, 78.9, 0.41; GCA_903843305.1, s__Chlorobium sp903843305, 95.0, 78.87, 0.4; GCA_013334485.1, s__Chlorobium sp013334485, 95.0, 78.84, 0.36; GCF_000168715.1, s__Chlorobium ferrooxidans, 95.0, 78.84, 0.43; GCA_012972825.1, s__Chlorobium sp012972825, 95.0, 78.84, 0.42; GCA_903940125.1, s__Chlorobium sp903940125, 95.0, 78.81, 0.39; GCA_903851535.1, s__Chlorobium sp903851535, 95.0, 78.76, 0.3; GCA_903824045.1, s__Chlorobium sp903824045, 95.0, 78.71, 0.27; GCA_903920215.1, s__Chlorobium sp903920215, 95.0, 78.68, 0.36; GCF_000015125.1, s__Chlorobium phaeobacteroides, 95.0, 78.61, 0.27; GCA_903915955.1, s__Chlorobium sp903915955, 95.0, 78.57, 0.3; GCA_903895195.1, s__Chlorobium sp903895195, 95.0, 78.56, 0.34; GCA_005862225.1, s__Chlorobium sp005862225, 95.0, 78.51, 0.38; GCA_005843825.1, s__Chlorobium sp005843825, 95.0, 78.42, 0.4; GCA_903895485.1, s__Chlorobium sp903895485, 95.0, 78.37, 0.3; GCA_903994365.1, s__Chlorobium sp903994365, 95.0, 78.36, 0.24; GCA_903866255.1, s__Chlorobium sp903866255, 95.0, 78.32, 0.32; GCA_903904495.1, s__Chlorobium sp903904495, 95.0, 78.28, 0.33; GCA_903994525.1, s__Chlorobium sp903994525, 95.0, 78.27, 0.26; GCA_903908555.1, s__Chlorobium sp903908555, 95.0, 78.1, 0.3; GCA_903929845.1, s__Chlorobium sp903929845, 95.0, 78.09, 0.27; GCA_903874585.1, s__Chlorobium sp903874585, 95.0, 78.08, 0.17; GCA_903838025.1, s__Chlorobium sp903838025, 95.0, 77.93, 0.3; GCA_013334225.1, s__Chlorobium sp013334225, 95.0, 77.91, 0.26; GCA_005843835.1, s__Chlorobium sp005843835, 95.0, 77.84, 0.27; GCA_005843815.1, s__Chlorobium sp005843815, 95.0, 77.81, 0.28; GCA_903838095.1, s__Chlorobium sp903838095, 95.0, 77.77, 0.23; GCF_001509575.1, s__Chlorobium limicola_A, 95.0, 77.65, 0.17; GCA_013336025.1, s__Chlorobium sp013336025, 95.0, 77.63, 0.2; GCA_903859055.1, s__Chlorobium sp903859055, 95.0, 77.62, 0.26; GCA_903928225.1, s__Chlorobium sp903928225, 95.0, 77.49, 0.21; GCA_005862285.1, s__Chlorobium sp005862285, 95.0, 77.47, 0.26; GCF_000020465.1, s__Chlorobium limicola, 95.0, 77.46, 0.24; GCA_013334435.1, s__Chlorobium sp013334435, 95.0, 77.37, 0.22; GCA_013334565.1, s__Chlorobium sp013334565, 95.0, 77.36, 0.2; GCF_000016085.1, s__Chlorobium phaeovibrioides, 95.0, 77.18, 0.14; GCA_013335405.1, s__Chlorobium sp013335405, 95.0, 77.16, 0.24; GCF_000012485.1, s__Chlorobium luteolum, 95.0, 76.99, 0.14; GCF_004332115.1, s__Chlorobium sp004332115, 95.0, 76.87, 0.1; GCF_000012585.1, s__Chlorobium chlorochromatii, 95.0, 76.83, 0.06; GCA_001622165.1, s__Chlorobium luteolum_B, 95.0, 76.83, 0.14; GCA_013203905.1, s__Chlorobium sp013203905, 95.0, 76.67, 0.13	83.94	11	0.9303305505953662	N/A
sak_2013_06_06_36m_metaG_bin.22	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903885085.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__CAITKP01 sp903885085	94.72	0.82	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__CAITKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903892995.1, s__CAITKP01 sp903892995, 95.0, 81.48, 0.54	89.84	11	0.9935634907489845	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_36m_metaG_bin.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2711565;g__GCA-002840985;s__	N/A	N/A	N/A	N/A	N/A	GCA_002840985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2711565;g__GCA-002840985;s__GCA-002840985 sp002840985	86.92	0.72	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2711565;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	85.39	11	0.981819399921203	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_36m_metaG_bin.24	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__CAIUEV01;f__CAIUEV01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_903898335.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__CAIUEV01;f__CAIUEV01;g__CAIUEV01;s__CAIUEV01 sp903898335	76.7	0.07	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	66.94	11	0.7862564289441047	N/A
sak_2013_06_06_36m_metaG_bin.25	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	GCA_903909505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	95.98	0.74	GCA_903909505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	95.98	0.74	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903839535.1, s__RAAP-1 sp903839535, 95.0, 85.06, 0.52; GCA_903953895.1, s__RAAP-1 sp903953895, 95.0, 81.91, 0.49; GCA_001443525.1, s__RAAP-1 sp001443525, 95.0, 78.36, 0.27	77.72	11	N/A	N/A
sak_2013_06_06_36m_metaG_bin.26	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__	N/A	N/A	N/A	N/A	N/A	GCA_014190295.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__BACL27 sp014190295	92.69	0.91	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003569125.1, s__BACL27 sp003569125, 95.0, 80.58, 0.59; GCA_009703975.1, s__BACL27 sp009703975, 95.0, 79.67, 0.48; GCA_002737635.1, s__BACL27 sp002737635, 95.0, 79.32, 0.32; GCA_005805045.1, s__BACL27 sp005805045, 95.0, 78.97, 0.28; GCA_014190055.1, s__BACL27 sp014190055, 95.0, 78.49, 0.33; GCA_009923685.1, s__BACL27 sp009923685, 95.0, 78.01, 0.14; GCA_003535455.1, s__BACL27 sp003535455, 95.0, 77.44, 0.33; GCA_009927565.1, s__BACL27 sp009927565, 95.0, 77.34, 0.2; GCA_013204455.1, s__BACL27 sp013204455, 95.0, 77.12, 0.25	74.15	11	0.994168426235396	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_36m_metaG_bin.27	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	N/A	N/A	N/A	N/A	N/A	GCA_903852325.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__UBA6249 sp903852325	77.43	0.22	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903907475.1, s__UBA6249 sp903907475, 95.0, 77.8, 0.37; GCA_002796135.1, s__UBA6249 sp002796135, 95.0, 77.74, 0.34; GCA_002441245.1, s__UBA6249 sp002441245, 95.0, 76.89, 0.25; GCA_004298075.1, s__UBA6249 sp004298075, 95.0, 76.77, 0.11; GCA_002441305.1, s__UBA6249 sp002441305, 95.0, 76.67, 0.07	78.68	11	0.9454678083315952	N/A
sak_2013_06_06_36m_metaG_bin.28	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	N/A	N/A	N/A	N/A	N/A	GCA_903852325.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__UBA6249 sp903852325	77.36	0.17	d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__UBA6249;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002796135.1, s__UBA6249 sp002796135, 95.0, 77.67, 0.31; GCA_002441245.1, s__UBA6249 sp002441245, 95.0, 76.89, 0.26; GCA_903907475.1, s__UBA6249 sp903907475, 95.0, 76.88, 0.32; GCA_004298075.1, s__UBA6249 sp004298075, 95.0, 76.38, 0.11; GCA_002441305.1, s__UBA6249 sp002441305, 95.0, 76.31, 0.07	72.7	11	0.9451227928078504	N/A
sak_2013_06_06_36m_metaG_bin.29	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA3006;s__	N/A	N/A	N/A	N/A	N/A	GCA_009701105.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA3006;s__UBA3006 sp009701105	88.2	0.59	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA3006;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002367695.1, s__UBA3006 sp002367695, 95.0, 85.9, 0.84; GCA_903853285.1, s__UBA3006 sp903853285, 95.0, 85.43, 0.7; GCA_007279905.1, s__UBA3006 sp007279905, 95.0, 85.01, 0.71; GCA_009698745.1, s__UBA3006 sp009698745, 95.0, 84.5, 0.62; GCA_014190095.1, s__UBA3006 sp014190095, 95.0, 78.93, 0.3; GCA_903850275.1, s__UBA3006 sp903850275, 95.0, 78.79, 0.2; GCA_903895515.1, s__UBA3006 sp903895515, 95.0, 78.63, 0.22; GCA_001438985.1, s__UBA3006 sp001438985, 95.0, 77.31, 0.2; GCA_009927375.1, s__UBA3006 sp009927375, 95.0, 75.79, 0.1	54.32	11	0.9960003392196668	Genome has more than 12.5% of markers with multiple hits
sak_2013_06_06_36m_metaG_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	90.45	11	0.8901107229120858	N/A
sak_2013_06_06_36m_metaG_bin.30	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__	N/A	N/A	N/A	N/A	N/A	GCA_903844635.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__Sulfuricurvum sp903844635	83.87	0.58	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_011391735.1, s__Sulfuricurvum sp011391735, 95.0, 79.36, 0.38; GCA_002282015.1, s__Sulfuricurvum sp002282015, 95.0, 78.91, 0.32; GCA_000310245.1, s__Sulfuricurvum sp000310245, 95.0, 78.65, 0.33; GCA_002742695.1, s__Sulfuricurvum kujiense_A, 95.0, 78.57, 0.29; GCF_000183725.1, s__Sulfuricurvum kujiense, 95.0, 78.09, 0.21; GCA_002633015.1, s__Sulfuricurvum sp002633015, 95.0, 77.76, 0.28; GCA_000747095.1, s__Sulfuricurvum sp000747095, 95.0, 77.32, 0.2; GCF_004347735.1, s__Sulfuricurvum sp002327465, 95.0, 77.08, 0.13	89.4	11	0.9886543404498953	N/A
sak_2013_06_06_36m_metaG_bin.31	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__2-01-FULL-45-10;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_903843285.1	95.0	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__2-01-FULL-45-10;g__CAIMPC01;s__CAIMPC01 sp903843285	76.6	0.07	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__2-01-FULL-45-10;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	55.85	11	0.8292504509042891	N/A
sak_2013_06_06_36m_metaG_bin.4	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__CAIKZJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903901375.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__CAIKZJ01;s__CAIKZJ01 sp903901375	80.46	0.49	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__CAIKZJ01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903831845.1, s__CAIKZJ01 sp903831845, 95.0, 75.72, 0.07	71.09	11	0.9758494108936867	N/A
sak_2013_06_06_36m_metaG_bin.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__UBA7398;s__UBA7398 sp002470135	GCA_002470135.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__UBA7398;s__UBA7398 sp002470135	98.71	0.92	GCA_002470135.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__UBA7398;s__UBA7398 sp002470135	98.71	0.92	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__UBA7398;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013205455.1, s__UBA7398 sp013205455, 95.0, 92.89, 0.67; GCA_014190155.1, s__UBA7398 sp014190155, 95.0, 92.01, 0.97; GCA_903878415.1, s__UBA7398 sp903878415, 95.0, 86.3, 0.86; GCA_009927575.1, s__UBA7398 sp009927575, 95.0, 77.68, 0.19	65.52	11	N/A	N/A
sak_2013_06_06_36m_metaG_bin.6	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903952205.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__CAJBEZ01;s__CAJBEZ01 sp903952205	94.4	0.9	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	79.05	11	0.9897065669876092	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
sak_2013_06_06_36m_metaG_bin.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CAIRSR01;f__CAIRSR01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	91.9	11	0.8576018566351853	N/A
sak_2013_06_06_36m_metaG_bin.8	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	N/A	N/A	N/A	N/A	N/A	GCA_903909505.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__RAAP-1 sp903909505	88.02	0.73	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__RAAP-1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_903839535.1, s__RAAP-1 sp903839535, 95.0, 84.13, 0.56; GCA_903953895.1, s__RAAP-1 sp903953895, 95.0, 81.84, 0.61; GCA_001443525.1, s__RAAP-1 sp001443525, 95.0, 78.11, 0.24	86.06	11	0.97212270679153	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
